ID,interface_name,coverage_name,sample_name,power_schedule_name,mcmc used,precision,input_max,difference_max,difference_mean,difference_norm,record_time
1,tanh1,None,uniform_sample_function,,0,8,26097.78771822469,2.0,0.644558433585183,"(0.02341139438822468,)",2020-02-25 12:08:09
2,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:08:12
3,tanh1,None,uniform_sample_function,,0,8,26097.78771822469,2.0,0.644558433585183,"(0.02341139438822468,)",2020-02-25 12:08:16
4,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:08:19
5,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:08:22
6,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:08:25
7,tanh1,None,uniform_sample_function,,0,8,26097.78771822469,2.0,0.644558433585183,"(0.02341139438822468,)",2020-02-25 12:08:29
8,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:08:32
9,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:08:36
10,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:08:39
11,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:08:43
12,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:08:46
13,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:08:49
14,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:08:52
15,tanh1,None,uniform_sample_function,,0,8,26097.78771822469,2.0,0.644558433585183,"(0.02341139438822468,)",2020-02-25 12:08:56
16,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:09:01
17,tanh1,None,uniform_sample_function,,0,8,26097.78771822469,2.0,0.644558433585183,"(0.02341139438822468,)",2020-02-25 12:09:06
18,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:09:11
19,tanh1,None,uniform_sample_function,,0,8,26097.78771822469,2.0,0.644558433585183,"(0.02341139438822468,)",2020-02-25 12:09:17
20,tanh1,None,uniform_sample_function,,0,8,26097.78771822469,2.0,0.644558433585183,"(0.02341139438822468,)",2020-02-25 12:09:23
21,tanh1,None,uniform_sample_function,,0,8,26097.78771822469,2.0,0.644558433585183,"(0.02341139438822468,)",2020-02-25 12:09:27
22,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:09:31
23,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:09:36
24,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:09:41
25,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:09:46
26,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:09:50
27,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:09:55
28,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:09:59
29,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:10:04
30,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:10:08
31,tanh1,None,uniform_sample_function,,0,8,26097.78771822469,2.0,0.644558433585183,"(0.02341139438822468,)",2020-02-25 12:10:13
32,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:10:17
33,tanh1,None,uniform_sample_function,,0,8,26097.78771822469,2.0,0.644558433585183,"(0.02341139438822468,)",2020-02-25 12:10:22
34,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:10:26
35,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:10:31
36,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:10:36
37,tanh1,None,uniform_sample_function,,0,8,26097.78771822469,2.0,0.644558433585183,"(0.02341139438822468,)",2020-02-25 12:10:41
38,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:10:46
39,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:10:50
40,tanh1,None,uniform_sample_function,,0,8,12110.650925635,2.0,0.6292516877292692,"(0.023131751959572622,)",2020-02-25 12:10:55
