2868.4297,4370.947,-7841.311
1242.9695,-12651.004,4226.693
2992.0173,22195.53,27236.572
-17260.998,-12868.157,-15046.784
669.68304,-1063.8551,-516.3728
9612.982,11653.731,-4681.447
-5437.097,4636.8467,-8931.673
-4735.0713,10699.819,11895.801
24240.496,-6807.4194,9958.525
-2571.956,5841.254,-10966.266
-7631.762,-5915.516,-5798.0757
13662.706,3607.6184,1251.9977
-5534.6284,-3380.0981,-8372.349
-9116.264,-12680.998,7877.738
-1701.7616,-7380.9487,-18312.984
-10588.231,308.6858,804.2737
8286.042,-6109.597,2683.9868
-5837.2817,7716.2915,9790.838
18449.258,4379.4717,-2019.1349
23328.469,2446.24,1515.6912
-4443.6953,-12936.108,5297.001
-2882.627,-6883.195,-13268.199
-10448.983,1183.1118,-2475.0261
13599.841,-6964.2393,-271.0436
-10148.136,3767.7922,-6879.9272
-582.07135,-7735.4443,-9430.346
2537.453,181.5951,1915.1765
-7962.6714,1844.2725,9347.982
