4482.71330445,-12256.62041409,-6962.2111028
2142.54516268,-858.37321245,-5258.40647885
19121.00993551,16263.33623436,5740.90596539
-2281.69941312,2557.39772264,14217.56922272
3751.86535558,15476.12279236,-6790.09050361
-7261.30044518,-2833.71601493,-8807.16415456
917.8351424,-17192.64255612,-8983.25530787
-4096.2188314,15199.15964908,15516.87234152
3006.32654911,1265.50840522,-1033.66124935
6615.49270574,-3553.35021482,8224.17596175
4786.40889063,-19403.70184504,-3721.33086666
-16097.50447186,9471.5199934,8963.44175098
-3975.31141163,20257.56656695,1945.73459734
2526.94722125,9862.72385335,940.88399902
3237.55918817,23704.5382671,4655.78107763
11001.00907491,8182.76998409,8405.73649341
-10780.50773001,-10913.45350484,-11238.31747877
-13773.50206596,1466.31821521,-19504.72108784
-13039.21921816,12680.33252011,1180.74104168
11600.64691566,-9172.10508025,-4593.14915458
-5060.41897265,7465.51074324,-12973.52115757
-886.20293721,-4000.9710249,-1728.44599686
-1813.89245685,-7553.92387342,10999.38647501
-5912.52306643,-1847.48330401,2111.26246123
2777.44566591,3372.63192388,-1435.50854123
-2738.8347601,-13954.02679005,7227.99617826
-9796.2001275,-3369.94353285,-2451.53911239
-423.2515598,13378.29496229,725.32094448
