6382.0776,-17276.725,684.14777
-1596.106,186.3546,3703.4697
10021.781,-12192.993,8378.044
-9777.468,-2395.7249,5305.6396
6613.1177,-5686.795,10479.018
729.0727,-1623.3047,-9249.461
702.5532,-659.19763,1040.5756
-7734.7344,-6681.768,-8436.556
-4996.062,-3412.7178,1850.1398
-997.42944,-2926.131,-1877.7351
-8487.594,-4518.476,1428.594
11996.17,3958.829,148.24991
-11966.439,8708.558,-14986.777
2464.092,-7867.258,230.14604
-9320.72,-4090.1133,6811.2383
9916.024,16471.955,-10575.652
-12286.067,4674.1055,-8720.013
-563.4381,2606.792,-10260.67
-10103.09,-6025.77,-3600.1992
3824.9133,-12214.739,1101.7621
-14690.137,-3623.7559,-12696.301
-15660.637,-5538.4834,10591.76
-3113.5122,2053.3413,16152.047
1397.5668,-8364.362,-7420.2783
-400.77905,-3513.8477,-4025.7747
-4063.5276,2093.7944,-2148.699
-6295.9463,-3983.1594,9643.392
-13695.049,-4179.6787,-2398.4993
