ID,interface_name,coverage_name,sample_name,power_schedule_name,mcmc used,precision,input_max,difference_max,difference_mean,difference_norm,record_time
1,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:34
2,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:34
3,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:35
4,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:36
5,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:37
6,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:37
7,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:38
8,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:39
9,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:40
10,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:41
11,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:41
12,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:42
13,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:43
14,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:44
15,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:45
16,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:46
17,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:47
18,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:48
19,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:48
20,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:49
21,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:50
22,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:51
23,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:51
24,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:52
25,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:53
26,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:54
27,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:54
28,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:55
29,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:56
30,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:57
31,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:58
32,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:58
33,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:06:59
34,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:07:00
35,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:07:01
36,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:07:02
37,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:07:03
38,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:07:03
39,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:07:04
40,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:07:05
41,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:07:06
42,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:07:06
43,pool2,None,uniform_sample_function,,0,8,0.0,0.0,0.0,"(0.0,)",2020-02-25 12:07:07
