ID,interface_name,coverage_name,sample_name,power_schedule_name,mcmc used,precision,input_max,difference_max,difference_mean,difference_norm,record_time
1,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:52:24
2,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:52:26
3,pool1,None,uniform_sample_function,,0,8,52145.9946191925,31370.520986379997,4654.918413721423,"(300.6818537954083,)",2020-02-25 11:52:29
4,pool1,None,uniform_sample_function,,0,8,52145.9946191925,31370.520986379997,4654.918413721423,"(300.6818537954083,)",2020-02-25 11:52:31
5,pool1,None,uniform_sample_function,,0,8,52145.9946191925,31370.520986379997,4654.918413721423,"(300.6818537954083,)",2020-02-25 11:52:34
6,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:52:36
7,pool1,None,uniform_sample_function,,0,8,52145.9946191925,31370.520986379997,4654.918413721423,"(300.6818537954083,)",2020-02-25 11:52:39
8,pool1,None,uniform_sample_function,,0,8,52145.9946191925,31370.520986379997,4654.918413721423,"(300.6818537954083,)",2020-02-25 11:52:42
9,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:52:45
10,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:52:48
11,pool1,None,uniform_sample_function,,0,8,52145.9946191925,31370.520986379997,4654.918413721423,"(300.6818537954083,)",2020-02-25 11:52:50
12,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:52:53
13,pool1,None,uniform_sample_function,,0,8,52145.9946191925,31370.520986379997,4654.918413721423,"(300.6818537954083,)",2020-02-25 11:52:56
14,pool1,None,uniform_sample_function,,0,8,52145.9946191925,31370.520986379997,4654.918413721423,"(300.6818537954083,)",2020-02-25 11:52:58
15,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:53:01
16,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:53:04
17,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:53:06
18,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:53:09
19,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:53:11
20,pool1,None,uniform_sample_function,,0,8,37960.06439537,29683.226357455,4560.125940409063,"(289.35341913664786,)",2020-02-25 11:53:14
21,pool1,None,uniform_sample_function,,0,8,52145.9946191925,31370.520986379997,4654.918413721423,"(300.6818537954083,)",2020-02-25 11:53:18
