-20073.91548775,3218.14682913,-3224.88511124
-10877.16720757,-20633.21380755,-14100.33070423
-13424.66804868,-3883.61627176,13159.60795047
-10168.64076525,14060.41782439,4314.37383567
5871.25885545,2759.84413659,1961.2564463
-4895.85297321,-4976.9887107,6461.78845628
-2215.57203911,10766.30779326,9542.56284901
7445.45567123,14361.30721394,-2761.25865009
20052.18874673,9658.17200399,-9856.23202185
-9418.0351486,1043.50264669,-9644.11900155
-5223.42596713,345.46608107,5461.97548221
-597.0587964,-7006.26860643,5717.75733095
3561.33613302,-8712.45870684,12637.41425673
13154.33911476,1429.87682949,-14751.3377017
-806.31696848,-9351.46999252,-2723.07196278
-8605.6369125,19079.05709923,-7141.22689455
-9396.04806206,-10887.79407418,7316.33687606
4907.47287564,-4755.31514342,19862.0091021
-630.01880768,-8538.78409415,-8195.48326199
17353.1627854,-12594.05410544,263.63971182
5682.42728071,11024.84542518,-7027.79313626
-6739.38587477,-2565.93889973,-10871.20940135
7632.84172565,5466.67822725,5876.95070406
-14618.51234543,-10920.80458918,-3109.35707662
22498.08008432,-28446.05963762,-8029.49152797
11711.63552519,-9966.01774718,-11371.0755701
6649.19938099,4035.66945557,9830.95912376
1693.70450859,9515.97364884,10091.54305479
