ID,crash_style,max,mean,norm,record_time,baseID
1,3,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:30,1
1,-3,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:30,1
1,4,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:30,1
1,-4,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:30,1
1,5,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:30,1
1,-5,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:30,1
1,6,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:30,1
1,-6,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:30,1
2,3,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:32,2
2,-3,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:32,2
2,4,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:32,2
2,-4,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:32,2
2,5,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:32,2
2,-5,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:32,2
2,6,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:32,2
2,-6,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:32,2
3,3,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:34,3
3,-3,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:34,3
3,4,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:34,3
3,-4,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:34,3
3,5,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:34,3
3,-5,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:34,3
3,6,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:35,3
3,-6,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:35,3
4,3,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:37,4
4,-3,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:37,4
4,4,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:37,4
4,-4,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:37,4
4,5,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:37,4
4,-5,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:37,4
4,6,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:37,4
4,-6,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:37,4
5,3,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:40,5
5,-3,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:40,5
5,4,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:40,5
5,-4,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:40,5
5,5,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:40,5
5,-5,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:40,5
5,6,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:40,5
5,-6,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:40,5
6,3,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:42,6
6,-3,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:42,6
6,4,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:42,6
6,-4,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:42,6
6,5,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:42,6
6,-5,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:42,6
6,6,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:42,6
6,-6,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:42,6
7,3,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:45,7
7,-3,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:45,7
7,4,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:45,7
7,-4,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:45,7
7,5,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:45,7
7,-5,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:45,7
7,6,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:45,7
7,-6,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:45,7
8,3,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:47,8
8,-3,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:47,8
8,4,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:47,8
8,-4,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:47,8
8,5,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:47,8
8,-5,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:47,8
8,6,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:47,8
8,-6,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:47,8
9,3,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:50,9
9,-3,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:50,9
9,4,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:50,9
9,-4,16537.01130685125,2781.6028574774386,175.19286972900858,2020-02-25 12:02:50,9
9,5,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:50,9
9,-5,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:50,9
9,6,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:50,9
9,-6,16537.01130685125,2781.6028574774386,175.19286972900855,2020-02-25 12:02:50,9
10,3,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:52,10
10,-3,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:52,10
10,4,8910.858925933126,1506.1821161240964,96.8971454005517,2020-02-25 12:02:52,10
