ID,interface_name,coverage_name,sample_name,power_schedule_name,mcmc used,precision,input_max,difference_max,difference_mean,difference_norm,record_time
1,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:15
2,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:16
3,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:18
4,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:19
5,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:20
6,pool1,None,uniform_sample_function,,0,8,17645.118921585,9544.170903894219,1973.9951462061929,"(125.22117114855467,)",2020-02-25 11:50:21
7,pool1,None,uniform_sample_function,,0,8,17645.118921585,9544.170903894219,1973.9951462061929,"(125.22117114855467,)",2020-02-25 11:50:22
8,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:23
9,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:24
10,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:25
11,pool1,None,uniform_sample_function,,0,8,17645.118921585,9544.170903894219,1973.9951462061929,"(125.22117114855467,)",2020-02-25 11:50:27
12,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:28
13,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:29
14,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:30
15,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:31
16,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:32
17,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:33
18,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:34
19,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:35
20,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:36
21,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:38
22,pool1,None,uniform_sample_function,,0,8,17645.118921585,9544.170903894219,1973.9951462061929,"(125.22117114855467,)",2020-02-25 11:50:39
23,pool1,None,uniform_sample_function,,0,8,17645.118921585,9544.170903894219,1973.9951462061929,"(125.22117114855467,)",2020-02-25 11:50:40
24,pool1,None,uniform_sample_function,,0,8,13914.9591453225,6250.96104586,1315.295622731568,"(82.33568670635997,)",2020-02-25 11:50:41
