7138.557,2527.314,-2560.0344
4931.373,385.77805,-8624.042
16059.772,929.6298,7583.718
-1064.9559,-1277.2544,3165.777
3221.2114,2869.2117,2089.848
-358.30478,-727.0984,2707.0337
3065.584,2057.4675,7500.2334
-9039.35,2665.5073,3940.1865
-5636.0815,312.71414,-6860.841
5923.995,1589.6804,3147.0583
-4292.709,-9320.86,-753.1976
3679.5122,6070.0493,1973.1693
-3235.8125,-446.9044,-5023.221
-3144.211,-3128.304,5641.858
-2356.4812,-6265.4956,6341.677
11234.653,-7386.717,2724.2712
-2107.1929,2596.2095,2644.5408
-181.0488,919.16077,3515.88
-3586.1914,-768.43933,-1735.4412
2083.2083,2722.7266,-9135.178
1680.6738,5387.9805,8270.083
4998.711,3650.7737,10117.646
-1488.1813,-3161.8792,7039.585
5398.9062,10795.889,-69.14442
7116.8857,1166.3755,-8408.354
-1308.929,-1760.4445,3573.281
1099.893,7389.417,-685.90015
6067.327,5049.4976,-1086.9729
