8533.705,-10019.289,3282.5125
-197.70178,1900.3403,2684.5256
3174.3862,-10060.384,-218.3542
1335.5302,-4815.0957,-5042.7593
-6519.252,-3293.0134,2686.567
5490.122,681.05396,-577.8842
-3852.7034,90.247055,-1716.0615
1966.6257,-7249.9272,2296.764
861.3817,-3950.8918,-4733.425
-4711.5806,-373.34763,1309.1221
509.49924,887.9345,2977.6694
5037.7104,910.6217,-1078.8096
-8682.011,844.7167,-3247.495
-7171.752,-3461.1362,-2300.9565
945.0787,-4114.3667,-4269.9365
5733.42,-7746.884,-4651.907
1181.5504,-236.94873,1027.5168
1016.5071,134.72656,1017.2865
8008.116,5556.891,-342.7107
2490.3584,4692.91,4886.337
-1328.4806,-3943.2605,1953.5518
579.5377,12329.118,5539.143
-6307.1895,1232.9198,-3932.3528
5166.969,-255.87195,-758.6188
-6140.2188,2505.432,-9516.586
-6781.426,-869.15796,4470.1494
-6809.7554,2125.934,-5020.627
-1418.9891,1445.2136,-1135.8715
