-5807.6133,11071.289,-6455.1313
-705.7285,1908.6147,1350.8737
-3791.8955,-3884.0288,5212.4766
-969.0666,3347.751,2329.8113
-5450.9233,494.8399,-7694.022
-2788.817,7744.827,8451.924
-867.18823,4731.361,4316.258
-1727.6915,-4567.044,5703.0337
-1727.3453,2973.8823,-209.16179
4654.5757,6122.3896,9349.253
1013.802,-2354.4375,-1858.7443
5493.2637,-439.3019,4413.1533
4728.729,-3613.4768,-4743.2124
5948.514,-4359.9385,3271.514
-2670.0154,3404.0015,-6054.2144
151.56096,435.0878,1138.8464
-4241.879,436.05786,-197.57439
2945.2778,-2617.3079,-1456.2633
-2969.2195,-3253.055,-2025.0608
1517.6251,112.21723,-67.546425
4170.582,-2703.9731,2132.2966
-94.41131,5301.9185,3984.6965
4227.3037,447.5108,-3091.0293
-522.535,1322.246,-1605.8882
-3802.679,-2763.8484,-4187.5825
-2586.5847,-468.82947,-4645.006
-1996.8959,3334.5212,-627.5996
1468.5153,299.3466,1998.9554
