ID,interface_name,coverage_name,sample_name,power_schedule_name,mcmc used,precision,input_max,difference_max,difference_mean,difference_norm,record_time
1,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:31:33
2,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:31:35
3,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:31:38
4,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:31:40
5,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:31:43
6,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:31:46
7,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:31:49
8,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:31:52
9,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:31:55
10,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:31:57
11,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:32:00
12,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:32:03
13,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:32:06
14,conv1,None,uniform_sample_function,,0,8,17008.7648173225,0.05105224002909381,0.01658490781312139,"(0.00434485734481102,)",2020-02-25 11:32:08
